pid,order,step,technique,task,size,trial,pAnswer,correctAnswer,startTime,endTime,completionTime,clicksLink,clicksNode,penDownTime
p13,A,S0,active,degree,n80,t0,9,19,-1433873578,-1433840449,33129,0,0,4665
p13,A,S1,active,reach,n40,t2,2,15,-1433087384,-1433052882,34502,0,0,9993
p13,A,S3,baseline,reach,n80,t3,35,28,-1431866141,-1431826985,39156,0,10,0
p13,A,S0,active,degree,n20,t3,5,5,-1434727227,-1434592904,134323,0,0,27519
p13,A,S1,active,reach,n80,t0,25,25,-1432983346,-1432977194,6152,0,0,379
p13,A,S3,baseline,reach,n20,t2,7,7,-1432198991,-1432170675,28316,0,3,0
p13,A,S2,baseline,degree,n40,t0,7,9,-1432512905,-1432481455,31450,2,14,0
p13,A,S2,baseline,degree,n20,t1,4,4,-1432703963,-1432669399,34564,0,7,0
p13,A,S0,active,degree,n40,t3,1,8,-1434438070,-1434319184,118886,0,0,37084
p13,A,S3,baseline,reach,n80,t2,30,30,-1431903997,-1431867944,36053,1,9,0
p13,A,S1,active,reach,n20,t1,8,11,-1433404610,-1433357533,47077,0,0,14240
p13,A,S3,baseline,reach,n40,t2,15,15,-1432017416,-1431993737,23679,0,6,0
p13,A,S1,active,reach,n40,t1,15,13,-1433026210,-1433009584,16626,0,0,2195
p13,A,S2,baseline,degree,n80,t0,13,19,-1432317627,-1432301047,16580,2,9,0
p13,A,S0,active,degree,n80,t3,8,14,-1433792834,-1433635179,157655,1,1,32506
p14,B,S2,baseline,reach,n20,t1,12,11,-1364394157,-1364373489,20668,0,8,0
p14,B,S3,baseline,degree,n80,t2,15,16,-1363501705,-1363422356,79349,2,40,0
p14,B,S1,active,degree,n40,t1,8,9,-1365719698,-1365581021,138677,1,22,10478
p14,B,S0,active,reach,n40,t1,11,13,-1366654414,-1366610964,43450,0,0,12957
p14,B,S2,baseline,reach,n80,t2,37,30,-1364038172,-1363972479,65693,2,27,0
p14,B,S0,active,reach,n80,t1,25,21,-1366219312,-1366126410,92902,0,0,28175
p14,B,S3,baseline,degree,n20,t1,4,4,-1363825135,-1363791809,33326,1,10,0
p14,B,S3,baseline,degree,n40,t1,8,9,-1363630492,-1363585486,45006,0,11,0
p14,B,S1,active,degree,n20,t0,4,5,-1365938626,-1365876917,61709,6,27,2125
p14,B,S1,active,degree,n80,t1,13,13,-1365295009,-1365091546,203463,0,47,18335
p14,B,S0,active,reach,n20,t0,8,8,-1366809989,-1366766881,43108,0,0,13637
p14,B,S2,baseline,reach,n40,t1,15,13,-1364215782,-1364184771,31011,2,17,0
p14,B,S2,baseline,reach,n80,t1,20,21,-1364179503,-1364133451,46052,27,67,0
p14,B,S3,baseline,degree,n80,t1,12,13,-1363420438,-1363361101,59337,1,17,0
p14,B,S2,baseline,reach,n20,t2,7,7,-1364370816,-1364357625,13191,0,4,0
p14,B,S1,active,degree,n40,t0,8,9,-1365571208,-1365500537,70671,1,13,4017
p14,B,S0,active,reach,n40,t0,14,16,-1366705982,-1366656453,49529,0,0,12402
p14,B,S1,active,degree,n80,t0,19,19,-1365089019,-1364889525,199494,1,51,24604
p14,B,S3,baseline,degree,n20,t2,2,3,-1363856184,-1363830344,25840,0,6,0
p14,B,S3,baseline,degree,n40,t2,7,7,-1363728414,-1363681086,47328,0,8,0
p14,B,S1,active,degree,n20,t1,3,4,-1365775547,-1365731917,43630,0,7,2447
p14,B,S2,baseline,reach,n40,t2,14,15,-1364312842,-1364268688,44154,2,20,0
p14,B,S0,active,reach,n80,t0,25,25,-1366303962,-1366222298,81664,0,0,28227
p14,B,S0,active,reach,n20,t1,11,11,-1366842215,-1366811587,30628,0,0,9976
p14,B,S2,baseline,reach,n80,t0,26,25,-1364080427,-1364040360,40067,1,18,0
p14,B,S3,baseline,degree,n80,t0,13,19,-1363579267,-1363504047,75220,0,35,0
p14,B,S2,baseline,reach,n20,t3,9,9,-1364419123,-1364395579,23544,1,14,0
p14,B,S1,active,degree,n40,t3,8,8,-1365411600,-1365302254,109346,4,25,9752
p14,B,S0,active,reach,n40,t3,16,14,-1366757267,-1366710225,47042,0,0,14387
p14,B,S0,active,reach,n80,t3,30,28,-1366420113,-1366308259,111854,0,0,34777
p14,B,S3,baseline,degree,n20,t3,5,5,-1363886071,-1363857626,28445,1,10,0
p14,B,S1,active,degree,n80,t3,14,14,-1364716402,-1364604512,111890,4,30,8449
p14,B,S3,baseline,degree,n40,t3,7,8,-1363679847,-1363633658,46189,0,15,0
p14,B,S1,active,degree,n20,t2,2,3,-1365872005,-1365834545,37460,0,10,1712
p14,B,S0,active,reach,n20,t2,7,7,-1366897006,-1366876110,20896,0,0,4185
p14,B,S2,baseline,reach,n40,t3,12,14,-1364349723,-1364315273,34450,4,18,0
p14,B,S1,active,degree,n40,t2,7,7,-1365496533,-1365413290,83243,0,21,4345
p14,B,S2,baseline,reach,n20,t0,8,8,-1364445147,-1364420809,24338,1,13,0
p14,B,S3,baseline,degree,n80,t3,15,14,-1363359619,-1363300444,59175,0,22,0
p14,B,S0,active,reach,n40,t2,11,15,-1366608096,-1366561815,46281,0,0,12019
p14,B,S2,baseline,reach,n80,t3,30,28,-1364131097,-1364082295,48802,1,31,0
p14,B,S0,active,reach,n80,t2,26,30,-1366541686,-1366429520,112166,0,0,26528
p14,B,S2,baseline,reach,n40,t0,15,16,-1364266927,-1364218289,48638,1,20,0
p14,B,S3,baseline,degree,n20,t0,4,5,-1363912937,-1363887398,25539,1,11,0
p14,B,S3,baseline,degree,n40,t0,9,9,-1363784234,-1363729923,54311,0,14,0
p14,B,S0,active,reach,n20,t3,9,9,-1366873933,-1366844365,29568,0,0,8643
p14,B,S1,active,degree,n80,t2,15,16,-1364886198,-1364719813,166385,7,50,16053
p14,B,S1,active,degree,n20,t3,4,5,-1365826656,-1365781065,45591,0,12,3420
p15,C,S2,active,degree,n40,t0,6,9,-1356481310,-1356427821,53489,0,7,8
p15,C,S0,baseline,degree,n80,t0,12,19,-1358260035,-1358226636,33399,0,0,0
p15,C,S0,baseline,degree,n20,t3,2,5,-1358638615,-1358587436,51179,0,0,0
p15,C,S1,baseline,reach,n40,t2,15,15,-1357344746,-1357269728,75018,0,0,0
p15,C,S3,active,reach,n20,t2,9,7,-1355889972,-1355847195,42777,0,8,8
p15,C,S3,active,reach,n80,t3,30,28,-1355538652,-1355480995,57657,0,3,3
p15,C,S1,baseline,reach,n20,t1,13,11,-1357877885,-1357832962,44923,0,0,0
p15,C,S2,active,degree,n80,t0,14,19,-1356182983,-1356046872,136111,2,27,37
p15,C,S3,active,reach,n40,t2,17,15,-1355752200,-1355684245,67955,0,6,6
p15,C,S1,baseline,reach,n80,t2,19,30,-1357262494,-1357178122,84372,0,0,0
p15,C,S0,baseline,degree,n40,t3,5,8,-1358493583,-1358396218,97365,0,0,0
p15,C,S2,active,degree,n20,t3,5,5,-1356674900,-1356632917,41983,2,6,12
p15,C,S3,active,reach,n20,t1,10,11,-1355793176,-1355757682,35494,0,5,4
p15,C,S0,baseline,degree,n20,t2,1,3,-1358705361,-1358643631,61730,0,0,0
p15,C,S0,baseline,degree,n80,t1,15,13,-1358221573,-1358194786,26787,0,0,0
p15,C,S1,baseline,reach,n40,t3,15,14,-1357499465,-1357427352,72113,0,0,0
p15,C,S3,active,reach,n80,t0,29,25,-1355478971,-1355434075,44896,0,4,4
p15,C,S2,active,degree,n40,t3,5,8,-1356546701,-1356483567,63134,0,11,11
p15,C,S3,active,reach,n40,t1,11,13,-1355632950,-1355582388,50562,0,4,3
p15,C,S1,baseline,reach,n20,t0,6,8,-1357814524,-1357754899,59625,0,0,0
p15,C,S0,baseline,degree,n40,t2,5,7,-1358333572,-1358319801,13771,0,0,0
p15,C,S1,baseline,reach,n80,t3,21,28,-1357127216,-1357055414,71802,0,0,0
p15,C,S2,active,degree,n20,t0,5,5,-1356596802,-1356557121,39681,1,9,11
p15,C,S2,active,degree,n80,t3,19,14,-1356218566,-1356185338,33228,0,4,9
p15,C,S3,active,reach,n20,t0,9,8,-1355922067,-1355895501,26566,0,4,4
p15,C,S0,baseline,degree,n20,t1,1,4,-1358583127,-1358512380,70747,0,0,0
p15,C,S1,baseline,reach,n40,t0,17,16,-1357594526,-1357503474,91052,0,0,0
p15,C,S0,baseline,degree,n80,t2,6,16,-1358306098,-1358262834,43264,0,0,0
p15,C,S2,active,degree,n40,t2,9,7,-1356358538,-1356272151,86387,0,15,15
p15,C,S3,active,reach,n80,t1,17,21,-1355386855,-1355324875,61980,1,5,8
p15,C,S0,baseline,degree,n40,t1,4,9,-1358393555,-1358367796,25759,0,0,0
p15,C,S3,active,reach,n40,t0,13,16,-1355580530,-1355547718,32812,0,4,4
p15,C,S1,baseline,reach,n20,t3,9,9,-1357691643,-1357611275,80368,0,0,0
p15,C,S1,baseline,reach,n80,t0,21,25,-1357051909,-1356971372,80537,0,0,0
p15,C,S2,active,degree,n20,t1,4,4,-1356630825,-1356598700,32125,0,6,5
p15,C,S2,active,degree,n80,t2,16,16,-1356261264,-1356225472,35792,2,14,6
p15,C,S0,baseline,degree,n80,t3,11,14,-1358186650,-1358133896,52754,0,0,0
p15,C,S0,baseline,degree,n20,t0,2,5,-1358766677,-1358710863,55814,0,0,0
p15,C,S1,baseline,reach,n40,t1,19,13,-1357424723,-1357350628,74095,0,0,0
p15,C,S2,active,degree,n40,t1,8,9,-1356425817,-1356360544,65273,2,11,14
p15,C,S3,active,reach,n20,t3,9,9,-1355844997,-1355795210,49787,0,7,7
p15,C,S3,active,reach,n80,t2,24,30,-1355431575,-1355389352,42223,0,4,4
p15,C,S0,baseline,degree,n40,t0,7,9,-1358364639,-1358336468,28171,0,0,0
p15,C,S1,baseline,reach,n20,t2,7,7,-1357748125,-1357694476,53649,0,0,0
p15,C,S2,active,degree,n80,t1,15,13,-1356044831,-1356005846,38985,1,4,7
p15,C,S1,baseline,reach,n80,t1,26,21,-1357175750,-1357131101,44649,0,0,0
p15,C,S2,active,degree,n20,t2,3,3,-1356718540,-1356677070,41470,0,6,7
p15,C,S3,active,reach,n40,t3,15,14,-1355682106,-1355634780,47326,0,4,4
p16,D,S1,baseline,degree,n80,t3,24,14,-1350826921,-1350767448,59473,4,51,0
p16,D,S2,active,reach,n40,t3,14,14,-1350113983,-1350031827,82156,24,32,9522
p16,D,S1,baseline,degree,n20,t2,2,3,-1351335558,-1351303395,32163,1,17,0
p16,D,S0,baseline,reach,n40,t2,15,15,-1351914666,-1351877069,37597,0,10,0
p16,D,S3,active,degree,n40,t3,8,8,-1348843376,-1348715071,128305,1,51,11085
p16,D,S3,active,degree,n80,t3,13,14,-1348494823,-1348373076,121747,11,84,10267
p16,D,S2,active,reach,n20,t2,7,7,-1350298512,-1350270776,27736,0,6,3128
p16,D,S1,baseline,degree,n40,t2,8,7,-1351163634,-1351113281,50353,1,38,0
p16,D,S2,active,reach,n80,t3,28,28,-1349698516,-1349620551,77965,0,6,25153
p16,D,S0,baseline,reach,n20,t1,13,11,-1352151544,-1352131039,20505,0,7,0
p16,D,S3,active,degree,n20,t2,3,3,-1349345795,-1349292694,53101,4,20,5050
p16,D,S0,baseline,reach,n80,t2,33,30,-1351781106,-1351697603,83503,166,22,0
p16,D,S1,baseline,degree,n20,t1,3,4,-1351267707,-1351224348,43359,2,25,0
p16,D,S2,active,reach,n40,t2,15,15,-1350030162,-1349992084,38078,0,5,6424
p16,D,S1,baseline,degree,n80,t0,11,19,-1350866726,-1350830407,36319,3,28,0
p16,D,S0,baseline,reach,n40,t1,13,13,-1352069058,-1352022325,46733,0,11,0
p16,D,S3,active,degree,n40,t2,6,7,-1349145567,-1349074501,71066,2,40,2936
p16,D,S2,active,reach,n20,t3,9,9,-1350429592,-1350372492,57100,2,5,15359
p16,D,S1,baseline,degree,n40,t1,6,9,-1351109874,-1351081768,28106,4,20,0
p16,D,S2,active,reach,n80,t2,28,30,-1349892636,-1349805013,87623,1,11,23521
p16,D,S0,baseline,reach,n20,t2,5,7,-1352175085,-1352158912,16173,0,2,0
p16,D,S0,baseline,reach,n80,t1,13,21,-1351870541,-1351785191,85350,1,20,0
p16,D,S3,active,degree,n80,t2,14,16,-1348370716,-1348286661,84055,2,52,7243
p16,D,S3,active,degree,n20,t3,5,5,-1349422663,-1349347906,74757,4,25,8694
p16,D,S3,active,degree,n40,t1,8,9,-1349072438,-1348999394,73044,4,45,4212
p16,D,S1,baseline,degree,n20,t0,2,5,-1351386501,-1351338589,47912,2,24,0
p16,D,S1,baseline,degree,n80,t1,7,13,-1351015077,-1350957763,57314,2,34,0
p16,D,S0,baseline,reach,n40,t0,14,16,-1352019297,-1351965499,53798,1,12,0
p16,D,S2,active,reach,n40,t1,13,13,-1350233626,-1350174724,58902,17,21,5940
p16,D,S3,active,degree,n20,t0,3,5,-1349290749,-1349234597,56152,2,28,5400
p16,D,S1,baseline,degree,n40,t0,7,9,-1351218664,-1351165842,52822,8,34,0
p16,D,S2,active,reach,n80,t1,21,21,-1349987105,-1349894601,92504,0,16,19931
p16,D,S0,baseline,reach,n80,t0,29,25,-1351694912,-1351666824,28088,1,7,0
p16,D,S0,baseline,reach,n20,t3,11,9,-1352128456,-1352082577,45879,1,12,0
p16,D,S2,active,reach,n20,t0,8,8,-1350268723,-1350239601,29122,1,7,3041
p16,D,S3,active,degree,n80,t1,13,13,-1348708910,-1348497051,211859,6,87,22692
p16,D,S3,active,degree,n40,t0,9,9,-1348996587,-1348845273,151314,2,51,17382
p16,D,S1,baseline,degree,n80,t2,15,16,-1350930423,-1350869361,61062,3,56,0
p16,D,S1,baseline,degree,n20,t3,4,5,-1351301168,-1351269963,31205,3,17,0
p16,D,S2,active,reach,n40,t0,15,16,-1350172615,-1350116994,55621,2,11,6052
p16,D,S0,baseline,reach,n40,t3,14,14,-1351962294,-1351917405,44889,5,14,0
p16,D,S1,baseline,degree,n40,t3,7,8,-1351079106,-1351020947,58159,6,36,0
p16,D,S2,active,reach,n20,t1,11,11,-1350370179,-1350301155,69024,0,16,7592
p16,D,S0,baseline,reach,n20,t0,7,8,-1352208476,-1352181990,26486,1,3,0
p16,D,S2,active,reach,n80,t0,24,25,-1349802640,-1349700463,102177,3,11,21218
p16,D,S3,active,degree,n80,t0,20,19,-1348284678,-1348076844,207834,5,65,30550
p16,D,S3,active,degree,n20,t1,4,4,-1349232158,-1349150644,81514,2,36,6040
p16,D,S0,baseline,reach,n80,t3,16,28,-1351664074,-1351622952,41122,0,11,0
